	index	station	date	prcp	tobs	station_clean	name	latitude	longitude	elevation
7307	7307	USC00514830	2016-07-22	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7309	7309	USC00514830	2016-07-27	0.0	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7310	7310	USC00514830	2016-07-28	0.05	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7311	7311	USC00514830	2016-07-29	0.01	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7313	7313	USC00514830	2016-08-02	0.55	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7314	7314	USC00514830	2016-08-03	0.0	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7316	7316	USC00514830	2016-08-07	0.48	83	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7317	7317	USC00514830	2016-08-08	0.01	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7318	7318	USC00514830	2016-08-09	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7319	7319	USC00514830	2016-08-10	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7320	7320	USC00514830	2016-08-11	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7321	7321	USC00514830	2016-08-12	0.12	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7322	7322	USC00514830	2016-08-13	0.0	83	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7324	7324	USC00514830	2016-08-16	0.02	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7325	7325	USC00514830	2016-08-17	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7326	7326	USC00514830	2016-08-18	0.01	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7327	7327	USC00514830	2016-08-19	0.07	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7328	7328	USC00514830	2016-08-20	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7330	7330	USC00514830	2016-08-23	0.05	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7331	7331	USC00514830	2016-08-24	2.28	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7332	7332	USC00514830	2016-08-25	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7333	7333	USC00514830	2016-08-26	0.02	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7334	7334	USC00514830	2016-08-27	0.02	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7335	7335	USC00514830	2016-08-28	0.14	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7336	7336	USC00514830	2016-08-29	0.04	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7338	7338	USC00514830	2016-09-01	0.0	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7339	7339	USC00514830	2016-09-02	0.19	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7341	7341	USC00514830	2016-09-06	0.04	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7342	7342	USC00514830	2016-09-07	0.23	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7343	7343	USC00514830	2016-09-08	0.01	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7344	7344	USC00514830	2016-09-09	0.29	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7346	7346	USC00514830	2016-09-13	0.32	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7347	7347	USC00514830	2016-09-14	1.84	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7348	7348	USC00514830	2016-09-15	0.07	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7349	7349	USC00514830	2016-09-16	0.07	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7351	7351	USC00514830	2016-09-20	0.25	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7352	7352	USC00514830	2016-09-21	0.02	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7353	7353	USC00514830	2016-09-22	0.17	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7354	7354	USC00514830	2016-09-23	0.15	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7355	7355	USC00514830	2016-09-24	0.0	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7356	7356	USC00514830	2016-09-25	0.0	82	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7357	7357	USC00514830	2016-09-26	0.02	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7358	7358	USC00514830	2016-09-27	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7359	7359	USC00514830	2016-09-28	0.0	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7360	7360	USC00514830	2016-09-29	0.2	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7361	7361	USC00514830	2016-09-30	0.06	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7362	7362	USC00514830	2016-10-01	0.08	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7363	7363	USC00514830	2016-10-02	0.03	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7364	7364	USC00514830	2016-10-03	0.03	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7365	7365	USC00514830	2016-10-04	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7366	7366	USC00514830	2016-10-05	0.0	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7367	7367	USC00514830	2016-10-06	0.0	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7368	7368	USC00514830	2016-10-07	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7370	7370	USC00514830	2016-10-11	0.04	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7371	7371	USC00514830	2016-10-12	0.0	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7372	7372	USC00514830	2016-10-13	0.02	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7373	7373	USC00514830	2016-10-14	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7374	7374	USC00514830	2016-10-15	0.02	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7376	7376	USC00514830	2016-10-18	0.03	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7377	7377	USC00514830	2016-10-19	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7378	7378	USC00514830	2016-10-20	0.01	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7379	7379	USC00514830	2016-10-21	0.03	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7381	7381	USC00514830	2016-10-24	0.01	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7382	7382	USC00514830	2016-10-25	0.0	81	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7383	7383	USC00514830	2016-10-27	0.2	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7384	7384	USC00514830	2016-10-28	0.07	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7385	7385	USC00514830	2016-10-29	0.26	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7386	7386	USC00514830	2016-10-30	0.14	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7387	7387	USC00514830	2016-10-31	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7388	7388	USC00514830	2016-11-01	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7389	7389	USC00514830	2016-11-02	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7390	7390	USC00514830	2016-11-03	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7391	7391	USC00514830	2016-11-04	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7392	7392	USC00514830	2016-11-05	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7393	7393	USC00514830	2016-11-06	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7394	7394	USC00514830	2016-11-07	0.13	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7395	7395	USC00514830	2016-11-08	0.02	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7396	7396	USC00514830	2016-11-09	0.17	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7397	7397	USC00514830	2016-11-10	0.0	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7398	7398	USC00514830	2016-11-11	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7399	7399	USC00514830	2016-11-12	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7400	7400	USC00514830	2016-11-13	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7401	7401	USC00514830	2016-11-14	0.05	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7402	7402	USC00514830	2016-11-15	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7403	7403	USC00514830	2016-11-16	0.18	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7404	7404	USC00514830	2016-11-17	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7407	7407	USC00514830	2016-11-26	0.02	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7408	7408	USC00514830	2016-11-27	0.03	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7409	7409	USC00514830	2016-11-28	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7410	7410	USC00514830	2016-11-29	0.04	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7411	7411	USC00514830	2016-11-30	0.03	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7412	7412	USC00514830	2016-12-01	0.07	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7413	7413	USC00514830	2016-12-02	0.4	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7414	7414	USC00514830	2016-12-03	0.26	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7415	7415	USC00514830	2016-12-04	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7416	7416	USC00514830	2016-12-05	0.2	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7418	7418	USC00514830	2016-12-08	0.02	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7419	7419	USC00514830	2016-12-09	0.26	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7420	7420	USC00514830	2016-12-10	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7422	7422	USC00514830	2016-12-13	0.34	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7423	7423	USC00514830	2016-12-14	0.12	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7424	7424	USC00514830	2016-12-15	0.07	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7425	7425	USC00514830	2016-12-16	0.0	69	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7426	7426	USC00514830	2016-12-17	0.0	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7427	7427	USC00514830	2016-12-18	0.04	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7428	7428	USC00514830	2016-12-19	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7429	7429	USC00514830	2016-12-20	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7430	7430	USC00514830	2016-12-21	0.09	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7431	7431	USC00514830	2016-12-22	0.05	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7432	7432	USC00514830	2016-12-23	0.03	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7433	7433	USC00514830	2016-12-24	0.13	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7435	7435	USC00514830	2016-12-27	0.02	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7436	7436	USC00514830	2016-12-28	0.01	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7437	7437	USC00514830	2016-12-29	0.56	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7438	7438	USC00514830	2016-12-30	0.29	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7439	7439	USC00514830	2016-12-31	0.36	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7440	7440	USC00514830	2017-01-01	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7441	7441	USC00514830	2017-01-02	0.01	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7442	7442	USC00514830	2017-01-03	0.0	70	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7443	7443	USC00514830	2017-01-04	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7444	7444	USC00514830	2017-01-05	0.0	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7445	7445	USC00514830	2017-01-06	0.59	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7446	7446	USC00514830	2017-01-07	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7447	7447	USC00514830	2017-01-08	0.03	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7448	7448	USC00514830	2017-01-09	0.0	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7449	7449	USC00514830	2017-01-10	0.0	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7450	7450	USC00514830	2017-01-11	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7452	7452	USC00514830	2017-01-14	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7454	7454	USC00514830	2017-01-17	0.0	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7455	7455	USC00514830	2017-01-18	0.0	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7456	7456	USC00514830	2017-01-19	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7457	7457	USC00514830	2017-01-20	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7458	7458	USC00514830	2017-01-21	0.02	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7461	7461	USC00514830	2017-01-26	0.01	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7462	7462	USC00514830	2017-01-27	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7463	7463	USC00514830	2017-01-28	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7465	7465	USC00514830	2017-01-31	0.0	70	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7466	7466	USC00514830	2017-02-01	0.0	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7467	7467	USC00514830	2017-02-02	0.0	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7468	7468	USC00514830	2017-02-03	0.0	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7470	7470	USC00514830	2017-02-06	0.04	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7471	7471	USC00514830	2017-02-07	0.9	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7472	7472	USC00514830	2017-02-08	0.0	67	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7473	7473	USC00514830	2017-02-09	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7474	7474	USC00514830	2017-02-10	0.0	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7475	7475	USC00514830	2017-02-11	2.39	69	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7476	7476	USC00514830	2017-02-12	1.91	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7477	7477	USC00514830	2017-02-13	0.0	80	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7478	7478	USC00514830	2017-02-14	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7479	7479	USC00514830	2017-02-15	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7480	7480	USC00514830	2017-02-16	0.62	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7481	7481	USC00514830	2017-02-17	0.06	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7483	7483	USC00514830	2017-02-21	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7484	7484	USC00514830	2017-02-22	0.11	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7485	7485	USC00514830	2017-02-23	0.0	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7486	7486	USC00514830	2017-02-24	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7488	7488	USC00514830	2017-02-27	0.0	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7489	7489	USC00514830	2017-02-28	0.04	73	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7490	7490	USC00514830	2017-03-01	1.12	71	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7493	7493	USC00514830	2017-03-07	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7494	7494	USC00514830	2017-03-08	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7495	7495	USC00514830	2017-03-09	0.5	69	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7496	7496	USC00514830	2017-03-10	0.13	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7498	7498	USC00514830	2017-03-13	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7499	7499	USC00514830	2017-03-14	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7501	7501	USC00514830	2017-03-17	0.06	72	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7502	7502	USC00514830	2017-03-18	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7504	7504	USC00514830	2017-03-21	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7505	7505	USC00514830	2017-03-22	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7506	7506	USC00514830	2017-03-23	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7507	7507	USC00514830	2017-03-24	0.15	75	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7509	7509	USC00514830	2017-03-28	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7510	7510	USC00514830	2017-03-29	0.03	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7511	7511	USC00514830	2017-03-30	0.03	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7512	7512	USC00514830	2017-03-31	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7513	7513	USC00514830	2017-04-01	0.0	78	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7514	7514	USC00514830	2017-04-02	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7515	7515	USC00514830	2017-04-03	0.09	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7516	7516	USC00514830	2017-04-04	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7517	7517	USC00514830	2017-04-05	0.07	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7518	7518	USC00514830	2017-04-06	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7519	7519	USC00514830	2017-04-07	0.0	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7521	7521	USC00514830	2017-04-10	0.0	79	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7522	7522	USC00514830	2017-04-11	0.16	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7523	7523	USC00514830	2017-04-12	0.29	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7524	7524	USC00514830	2017-04-13	0.0	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7525	7525	USC00514830	2017-04-14	0.29	77	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7527	7527	USC00514830	2017-04-18	0.12	76	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7528	7528	USC00514830	2017-04-19	0.0	83	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7529	7529	USC00514830	2017-04-20	0.0	74	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
7530	7530	USC00514830	2017-04-21	1.05	70	USC00514830	KUALOA RANCH HEADQUARTERS 886.9, HI US	21.5213	-157.8374	7.0
